Year,Month,Monthly Anom,Monthly Unc,Annual Anom,Annual Unc,5-year Anom,5-year Unc,10-year Anom,10-year Unc,20-year Anom,20-year Unc
1945,11,-0.072,0.186,0.049,0.090,0.059,0.057,0.011,0.052,0.009,0.047
1945,12,-0.538,0.187,0.048,0.088,0.067,0.057,0.006,0.052,0.009,0.047
1946,1,0.322,0.189,0.065,0.087,0.067,0.057,0.001,0.051,0.010,0.047
1946,2,0.202,0.208,0.025,0.086,0.069,0.057,-0.009,0.051,0.012,0.047
1946,3,-0.122,0.195,0.013,0.084,0.070,0.057,-0.010,0.051,0.011,0.047
1946,4,0.462,0.232,-0.010,0.083,0.064,0.058,-0.012,0.051,0.011,0.047
1946,5,-0.021,0.276,0.005,0.082,0.064,0.058,-0.012,0.050,0.008,0.047
1946,6,-0.213,0.234,0.006,0.082,0.052,0.058,-0.015,0.050,0.008,0.047
1946,7,0.024,0.291,-0.024,0.082,0.047,0.057,-0.019,0.050,0.006,0.046
1946,8,-0.091,0.311,-0.038,0.083,0.034,0.057,-0.019,0.050,0.003,0.046
1946,9,-0.063,0.229,0.008,0.084,0.026,0.057,-0.015,0.049,0.003,0.046
1946,10,0.008,0.190,-0.005,0.084,0.025,0.057,-0.015,0.049,0.001,0.046
1946,11,0.108,0.172,-0.006,0.083,0.024,0.056,-0.012,0.049,-0.001,0.046
1946,12,-0.523,0.179,0.004,0.084,0.020,0.056,-0.007,0.049,-0.002,0.046
1947,1,-0.046,0.170,-0.001,0.084,0.015,0.056,-0.007,0.048,-0.002,0.046
1947,2,0.034,0.208,0.000,0.083,0.012,0.056,-0.003,0.048,-0.003,0.046
1947,3,0.437,0.187,0.009,0.083,0.004,0.056,-0.005,0.048,-0.003,0.046
1947,4,0.309,0.231,0.070,0.082,-0.001,0.055,-0.005,0.048,-0.002,0.046
1947,5,-0.043,0.273,0.085,0.083,0.000,0.055,-0.005,0.049,-0.003,0.046
1947,6,-0.088,0.233,0.126,0.083,0.001,0.055,-0.006,0.049,-0.002,0.045
1947,7,-0.034,0.290,0.188,0.085,-0.007,0.055,-0.003,0.049,-0.003,0.045
1947,8,-0.078,0.309,0.181,0.084,-0.006,0.055,-0.002,0.049,-0.003,0.045
1947,9,0.045,0.228,0.107,0.084,-0.005,0.055,-0.001,0.049,-0.004,0.044
1947,10,0.736,0.181,0.092,0.085,-0.014,0.054,-0.005,0.049,-0.005,0.044
1947,11,0.285,0.186,0.106,0.085,-0.010,0.054,-0.012,0.049,-0.004,0.044
1947,12,-0.030,0.202,0.124,0.084,-0.009,0.054,-0.014,0.048,-0.001,0.044
1948,1,0.705,0.194,0.130,0.085,-0.010,0.054,-0.009,0.048,0.002,0.044
1948,2,-0.053,0.188,0.134,0.085,-0.024,0.054,-0.008,0.048,0.004,0.044
1948,3,-0.445,0.193,0.132,0.086,-0.028,0.053,-0.003,0.048,0.003,0.045
1948,4,0.120,0.225,0.097,0.086,-0.035,0.053,-0.001,0.048,0.001,0.044
1948,5,0.132,0.264,0.079,0.086,-0.046,0.052,-0.001,0.048,0.001,0.044
1948,6,0.123,0.224,0.066,0.084,-0.039,0.052,0.003,0.048,0.001,0.044
1948,7,0.037,0.276,0.055,0.082,-0.053,0.052,0.002,0.049,0.001,0.044
1948,8,-0.025,0.296,0.018,0.081,-0.072,0.052,0.005,0.049,-0.000,0.044
1948,9,0.018,0.223,0.030,0.081,-0.074,0.051,0.006,0.049,-0.003,0.044
1948,10,0.311,0.168,0.018,0.080,-0.082,0.051,0.003,0.049,-0.004,0.044
1948,11,0.075,0.181,0.000,0.080,-0.081,0.050,0.001,0.049,-0.005,0.043
1948,12,-0.183,0.175,-0.037,0.080,-0.082,0.050,-0.001,0.048,-0.004,0.043
1949,1,0.574,0.165,-0.056,0.081,-0.084,0.051,-0.013,0.048,-0.004,0.043
1949,2,-0.500,0.179,-0.062,0.081,-0.081,0.051,-0.017,0.048,-0.003,0.043
1949,3,-0.298,0.190,-0.079,0.081,-0.077,0.051,-0.020,0.048,0.001,0.043
1949,4,-0.033,0.226,-0.083,0.080,-0.070,0.050,-0.022,0.047,0.003,0.042
1949,5,-0.075,0.264,-0.089,0.079,-0.070,0.050,-0.025,0.047,0.002,0.042
1949,6,-0.321,0.230,-0.092,0.079,-0.050,0.050,-0.026,0.047,0.003,0.042
1949,7,-0.191,0.283,-0.194,0.080,-0.043,0.050,-0.028,0.047,0.003,0.042
1949,8,-0.100,0.299,-0.197,0.080,-0.041,0.049,-0.029,0.047,0.003,0.042
1949,9,-0.185,0.225,-0.182,0.078,-0.055,0.049,-0.032,0.047,0.003,0.041
1949,10,0.255,0.162,-0.201,0.077,-0.059,0.049,-0.034,0.047,0.003,0.041
1949,11,0.008,0.168,-0.202,0.077,-0.059,0.049,-0.029,0.047,0.001,0.041
1949,12,-0.220,0.179,-0.187,0.077,-0.058,0.050,-0.028,0.046,-0.004,0.041
1950,1,-0.645,0.168,-0.191,0.076,-0.055,0.050,-0.021,0.046,-0.002,0.040
1950,2,-0.542,0.160,-0.220,0.076,-0.053,0.050,-0.016,0.046,-0.000,0.040
1950,3,-0.117,0.144,-0.218,0.076,-0.051,0.051,-0.021,0.046,-0.005,0.040
1950,4,-0.256,0.199,-0.248,0.076,-0.066,0.050,-0.025,0.045,-0.007,0.040
1950,5,-0.089,0.235,-0.311,0.075,-0.082,0.050,-0.025,0.045,-0.009,0.040
1950,6,-0.144,0.195,-0.304,0.073,-0.081,0.050,-0.023,0.045,-0.010,0.040
1950,7,-0.235,0.249,-0.293,0.073,-0.088,0.050,-0.022,0.045,-0.011,0.040
1950,8,-0.455,0.235,-0.324,0.072,-0.080,0.049,-0.022,0.045,-0.011,0.039
1950,9,-0.157,0.194,-0.337,0.073,-0.067,0.049,-0.025,0.045,-0.012,0.039
1950,10,-0.106,0.158,-0.315,0.072,-0.060,0.050,-0.023,0.044,-0.011,0.039
1950,11,-0.750,0.129,-0.302,0.068,-0.061,0.050,-0.024,0.044,-0.012,0.039
1950,12,-0.132,0.149,-0.314,0.065,-0.061,0.050,-0.022,0.044,-0.012,0.039
1951,1,-0.512,0.130,-0.302,0.066,-0.062,0.051,-0.026,0.044,-0.010,0.038
1951,2,-0.914,0.134,-0.255,0.064,-0.059,0.051,-0.032,0.044,-0.010,0.038
1951,3,-0.272,0.160,-0.227,0.065,-0.058,0.051,-0.035,0.043,-0.009,0.038
1951,4,-0.002,0.180,-0.185,0.063,-0.058,0.051,-0.042,0.043,-0.008,0.038
1951,5,0.069,0.213,-0.114,0.063,-0.062,0.050,-0.048,0.043,-0.008,0.037
1951,6,-0.283,0.185,-0.048,0.061,-0.053,0.050,-0.049,0.044,-0.007,0.037
1951,7,-0.091,0.245,0.028,0.060,-0.073,0.050,-0.051,0.044,-0.009,0.037
1951,8,0.104,0.255,0.116,0.061,-0.068,0.049,-0.056,0.044,-0.009,0.037
1951,9,0.182,0.211,0.105,0.063,-0.066,0.049,-0.058,0.044,-0.008,0.037
1951,10,0.399,0.135,0.113,0.065,-0.069,0.049,-0.061,0.044,-0.009,0.037
1951,11,0.107,0.135,0.104,0.070,-0.074,0.049,-0.065,0.044,-0.008,0.037
1951,12,0.651,0.161,0.122,0.075,-0.071,0.049,-0.061,0.044,-0.008,0.037
1952,1,0.400,0.153,0.143,0.075,-0.071,0.049,-0.062,0.043,-0.009,0.037
1952,2,0.142,0.192,0.140,0.076,-0.070,0.049,-0.064,0.043,-0.005,0.037
1952,3,-0.395,0.171,0.135,0.078,-0.067,0.049,-0.070,0.043,-0.004,0.037
1952,4,0.095,0.232,0.092,0.080,-0.067,0.049,-0.073,0.043,-0.004,0.037
1952,5,-0.040,0.286,0.027,0.083,-0.059,0.048,-0.074,0.043,-0.005,0.037
1952,6,-0.074,0.236,-0.028,0.084,-0.057,0.048,-0.072,0.043,-0.005,0.037
1952,7,0.166,0.296,-0.035,0.084,-0.034,0.047,-0.074,0.042,-0.005,0.037
1952,8,0.062,0.304,-0.015,0.085,-0.026,0.047,-0.073,0.043,-0.005,0.036
1952,9,0.125,0.227,0.049,0.084,-0.037,0.047,-0.072,0.042,-0.006,0.037
1952,10,-0.120,0.169,0.083,0.084,-0.037,0.047,-0.077,0.042,-0.006,0.037
1952,11,-0.672,0.169,0.097,0.084,-0.039,0.047,-0.077,0.042,-0.007,0.037
1952,12,-0.003,0.174,0.109,0.084,-0.036,0.047,-0.072,0.042,-0.007,0.037
1953,1,0.317,0.180,0.095,0.084,-0.034,0.047,-0.070,0.042,-0.004,0.037
1953,2,0.386,0.182,0.103,0.085,-0.020,0.046,-0.066,0.042,-0.002,0.037
1953,3,0.364,0.176,0.100,0.085,-0.021,0.046,-0.061,0.042,-0.002,0.037
1953,4,0.510,0.238,0.137,0.085,-0.011,0.046,-0.061,0.041,-0.004,0.037
1953,5,0.120,0.283,0.177,0.084,-0.001,0.046,-0.061,0.042,-0.006,0.037
1953,6,0.078,0.236,0.205,0.082,-0.005,0.046,-0.065,0.041,-0.004,0.037
1953,7,-0.001,0.297,0.130,0.080,0.001,0.046,-0.064,0.041,-0.004,0.037
1953,8,0.150,0.306,0.081,0.079,0.008,0.046,-0.067,0.041,-0.002,0.037
1953,9,0.096,0.228,0.035,0.079,0.005,0.045,-0.069,0.041,0.000,0.037
1953,10,0.323,0.168,-0.025,0.076,-0.002,0.045,-0.071,0.041,0.001,0.037
1953,11,-0.193,0.167,-0.069,0.074,-0.015,0.045,-0.070,0.040,0.002,0.036
1953,12,0.333,0.179,-0.087,0.073,-0.016,0.047,-0.067,0.040,0.000,0.037
1954,1,-0.582,0.143,-0.099,0.070,-0.018,0.046,-0.070,0.040,-0.002,0.037
1954,2,-0.203,0.164,-0.116,0.070,-0.031,0.046,-0.065,0.039,-0.004,0.036
1954,3,-0.190,0.179,-0.126,0.070,-0.040,0.046,-0.058,0.039,-0.007,0.036
1954,4,-0.214,0.211,-0.129,0.069,-0.052,0.046,-0.054,0.039,-0.009,0.036
1954,5,-0.399,0.227,-0.075,0.068,-0.060,0.048,-0.053,0.039,-0.011,0.036
1954,6,-0.139,0.189,-0.112,0.066,-0.072,0.047,-0.050,0.039,-0.011,0.035
1954,7,-0.155,0.232,0.001,0.067,-0.082,0.046,-0.048,0.039,-0.012,0.035
1954,8,-0.053,0.255,0.009,0.066,-0.086,0.046,-0.048,0.039,-0.013,0.036
1954,9,-0.023,0.216,-0.038,0.068,-0.085,0.046,-0.048,0.038,-0.016,0.036
1954,10,0.285,0.141,-0.041,0.064,-0.088,0.046,-0.051,0.038,-0.020,0.035
1954,11,0.461,0.148,-0.024,0.062,-0.090,0.045,-0.054,0.038,-0.021,0.035
1954,12,-0.110,0.148,-0.010,0.061,-0.086,0.044,-0.051,0.037,-0.021,0.035
1955,1,0.770,0.143,-0.009,0.059,-0.093,0.043,-0.045,0.037,-0.019,0.035
1955,2,-0.099,0.133,0.027,0.059,-0.093,0.043,-0.036,0.037,-0.017,0.035
1955,3,-0.759,0.126,0.015,0.059,-0.093,0.042,-0.043,0.037,-0.017,0.035
1955,4,-0.247,0.156,0.030,0.062,-0.089,0.041,-0.044,0.037,-0.020,0.035
1955,5,-0.195,0.200,-0.020,0.065,-0.073,0.042,-0.047,0.037,-0.019,0.035
1955,6,0.027,0.154,-0.042,0.066,-0.062,0.042,-0.047,0.038,-0.019,0.035
1955,7,-0.144,0.177,-0.120,0.065,-0.052,0.042,-0.046,0.038,-0.020,0.035
1955,8,0.379,0.219,-0.151,0.070,-0.051,0.044,-0.043,0.037,-0.022,0.035
1955,9,-0.168,0.148,-0.125,0.063,-0.055,0.044,-0.042,0.037,-0.024,0.034
1955,10,0.464,0.125,-0.142,0.064,-0.061,0.042,-0.039,0.036,-0.024,0.034
1955,11,-0.144,0.139,-0.182,0.058,-0.061,0.043,-0.035,0.036,-0.025,0.034
1955,12,-0.364,0.113,-0.214,0.062,-0.068,0.041,-0.029,0.036,-0.022,0.034
1956,1,-0.173,0.092,-0.218,0.059,-0.067,0.041,-0.022,0.036,-0.024,0.033
1956,2,-0.466,0.094,-0.310,0.058,-0.075,0.040,-0.011,0.035,-0.024,0.033
1956,3,-0.451,0.062,-0.323,0.056,-0.081,0.039,-0.007,0.035,-0.023,0.033
1956,4,-0.451,0.155,-0.390,0.055,-0.084,0.040,-0.005,0.035,-0.026,0.033
1956,5,-0.668,0.118,-0.409,0.063,-0.078,0.040,-0.003,0.034,-0.026,0.033
1956,6,-0.361,0.166,-0.385,0.058,-0.081,0.040,0.001,0.035,-0.025,0.032
1956,7,-0.196,0.082,-0.384,0.055,-0.066,0.039,0.001,0.035,-0.025,0.032
1956,8,-0.716,0.127,-0.355,0.054,-0.062,0.039,-0.000,0.036,-0.025,0.032
1956,9,-0.330,0.074,-0.344,0.061,-0.050,0.039,-0.001,0.035,-0.024,0.032
1956,10,-0.334,0.097,-0.316,0.062,-0.038,0.040,-0.003,0.036,-0.025,0.032
1956,11,-0.376,0.175,-0.272,0.061,-0.032,0.040,-0.004,0.036,-0.026,0.032
1956,12,-0.079,0.086,-0.228,0.051,-0.029,0.040,-0.010,0.036,-0.025,0.032
1957,1,-0.153,0.043,-0.234,0.051,-0.026,0.040,-0.011,0.036,-0.025,0.032
1957,2,-0.127,0.074,-0.168,0.051,-0.025,0.041,-0.008,0.036,-0.026,0.032
1957,3,-0.320,0.070,-0.132,0.049,-0.028,0.041,-0.003,0.037,-0.028,0.032
1957,4,-0.105,0.108,-0.091,0.048,-0.034,0.042,-0.002,0.036,-0.029,0.032
1957,5,-0.148,0.112,-0.037,0.050,-0.048,0.041,-0.004,0.035,-0.027,0.031
1957,6,0.167,0.044,0.024,0.055,-0.045,0.041,-0.004,0.035,-0.028,0.031
1957,7,-0.267,0.223,0.113,0.060,-0.056,0.041,-0.007,0.035,-0.028,0.031
1957,8,0.078,0.187,0.161,0.067,-0.045,0.042,-0.009,0.035,-0.028,0.031
1957,9,0.098,0.063,0.196,0.068,-0.050,0.042,-0.011,0.035,-0.029,0.031
1957,10,0.157,0.071,0.218,0.056,-0.050,0.042,-0.008,0.036,-0.030,0.031
1957,11,0.268,0.133,0.241,0.059,-0.056,0.042,-0.001,0.037,-0.031,0.031
1957,12,0.654,0.069,0.200,0.053,-0.057,0.043,0.001,0.036,-0.029,0.031
1958,1,0.920,0.103,0.226,0.058,-0.058,0.043,0.001,0.036,-0.034,0.031
1958,2,0.443,0.206,0.194,0.045,-0.066,0.041,0.004,0.036,-0.033,0.031
1958,3,0.111,0.094,0.163,0.048,-0.063,0.041,-0.001,0.036,-0.028,0.030
1958,4,0.150,0.126,0.160,0.054,-0.067,0.040,-0.007,0.036,-0.028,0.030
1958,5,0.136,0.180,0.151,0.053,-0.069,0.039,-0.010,0.037,-0.030,0.030
1958,6,-0.334,0.094,0.109,0.045,-0.053,0.039,-0.012,0.036,-0.032,0.030
1958,7,0.044,0.147,0.058,0.036,-0.045,0.038,-0.011,0.036,-0.034,0.030
1958,8,-0.305,0.089,0.029,0.026,-0.030,0.037,-0.008,0.036,-0.035,0.030
1958,9,-0.265,0.057,0.063,0.025,-0.019,0.036,-0.005,0.037,-0.038,0.030
1958,10,0.120,0.119,0.089,0.039,-0.007,0.036,-0.002,0.036,-0.038,0.031
1958,11,0.156,0.062,0.073,0.029,0.009,0.034,0.003,0.036,-0.039,0.031
1958,12,0.147,0.097,0.106,0.038,0.018,0.034,0.001,0.037,-0.040,0.031
1959,1,0.308,0.095,0.107,0.033,0.020,0.036,0.008,0.037,-0.046,0.031
1959,2,0.093,0.097,0.130,0.042,0.031,0.036,0.008,0.038,-0.047,0.031
1959,3,0.525,0.209,0.138,0.039,0.039,0.036,0.005,0.037,-0.047,0.030
1959,4,0.460,0.181,0.119,0.037,0.045,0.037,0.003,0.037,-0.046,0.030
1959,5,-0.048,0.059,0.075,0.030,0.053,0.036,0.003,0.037,-0.046,0.030
1959,6,0.057,0.075,0.072,0.032,0.052,0.037,0.003,0.036,-0.044,0.030
1959,7,0.062,0.094,0.053,0.037,0.060,0.036,0.004,0.036,-0.044,0.030
1959,8,-0.033,0.081,0.092,0.038,0.070,0.036,0.003,0.038,-0.044,0.030
1959,9,-0.176,0.058,-0.039,0.034,0.079,0.038,-0.001,0.038,-0.044,0.030
1959,10,-0.106,0.074,-0.100,0.029,0.084,0.037,-0.007,0.037,-0.044,0.030
1959,11,-0.363,0.046,-0.139,0.037,0.082,0.035,-0.012,0.037,-0.042,0.030
1959,12,0.102,0.060,-0.150,0.044,0.078,0.037,-0.013,0.038,-0.039,0.029
1960,1,0.078,0.047,-0.170,0.044,0.080,0.037,-0.018,0.038,-0.036,0.029
1960,2,0.560,0.069,-0.174,0.034,0.075,0.035,-0.018,0.038,-0.031,0.029
1960,3,-1.043,0.069,-0.161,0.043,0.072,0.038,-0.013,0.038,-0.031,0.029
1960,4,-0.277,0.079,-0.134,0.043,0.072,0.041,-0.014,0.038,-0.029,0.028
1960,5,-0.506,0.153,-0.127,0.045,0.071,0.041,-0.014,0.039,-0.029,0.028
1960,6,-0.079,0.195,-0.086,0.051,0.064,0.040,-0.016,0.040,-0.029,0.028
1960,7,-0.183,0.102,-0.067,0.047,0.053,0.039,-0.017,0.038,-0.028,0.028
1960,8,-0.077,0.083,-0.075,0.042,0.059,0.036,-0.021,0.038,-0.027,0.028
1960,9,-0.023,0.128,0.028,0.035,0.054,0.036,-0.023,0.038,-0.025,0.028
1960,10,0.222,0.044,0.075,0.036,0.048,0.038,-0.025,0.037,-0.024,0.027
1960,11,-0.280,0.039,0.139,0.018,0.040,0.037,-0.025,0.036,-0.022,0.027
1960,12,0.599,0.042,0.160,0.011,0.044,0.039,-0.021,0.036,-0.022,0.027
1961,1,0.303,0.050,0.170,0.013,0.046,0.038,-0.021,0.036,-0.018,0.027
1961,2,0.462,0.056,0.174,0.023,0.058,0.040,-0.017,0.035,-0.016,0.027
1961,3,0.201,0.137,0.187,0.021,0.070,0.041,-0.012,0.035,-0.016,0.027
1961,4,0.279,0.101,0.172,0.032,0.080,0.039,-0.009,0.034,-0.016,0.027
1961,5,0.259,0.120,0.204,0.036,0.084,0.038,-0.005,0.035,-0.017,0.027
1961,6,0.184,0.120,0.141,0.036,0.083,0.040,-0.002,0.033,-0.017,0.027
1961,7,-0.063,0.121,0.146,0.040,0.082,0.042,0.002,0.033,-0.018,0.027
1961,8,-0.037,0.117,0.146,0.044,0.077,0.041,0.006,0.032,-0.018,0.027
1961,9,0.131,0.089,0.146,0.057,0.060,0.042,0.009,0.032,-0.019,0.026
1961,10,0.051,0.173,0.137,0.057,0.045,0.038,0.011,0.033,-0.020,0.027
1961,11,0.094,0.060,0.095,0.060,0.038,0.038,0.013,0.032,-0.020,0.027
1961,12,-0.157,0.060,0.073,0.066,0.036,0.037,0.011,0.033,-0.022,0.027
1962,1,0.363,0.092,0.064,0.060,0.034,0.036,0.013,0.033,-0.026,0.027
1962,2,0.463,0.089,0.052,0.055,0.031,0.038,0.011,0.032,-0.030,0.027
1962,3,0.201,0.179,0.033,0.068,0.025,0.038,0.015,0.032,-0.028,0.026
1962,4,0.177,0.168,0.045,0.069,0.020,0.037,0.016,0.032,-0.029,0.026
1962,5,-0.247,0.043,0.051,0.073,0.024,0.038,0.020,0.031,-0.029,0.025
1962,6,-0.082,0.234,0.085,0.072,0.019,0.039,0.015,0.030,-0.029,0.025
1962,7,-0.165,0.073,0.077,0.074,0.021,0.039,0.018,0.031,-0.030,0.025
1962,8,-0.185,0.099,0.105,0.070,0.008,0.038,0.016,0.029,-0.029,0.025
1962,9,-0.100,0.154,0.070,0.065,0.023,0.039,0.015,0.030,-0.031,0.025
1962,10,0.194,0.189,0.039,0.060,0.022,0.038,0.018,0.030,-0.030,0.025
1962,11,0.169,0.103,0.032,0.073,0.028,0.039,0.016,0.030,-0.028,0.025
1962,12,0.253,0.100,0.031,0.061,0.026,0.040,0.013,0.030,-0.028,0.025
1963,1,0.259,0.073,0.057,0.063,0.024,0.036,0.003,0.029,-0.027,0.024
1963,2,0.806,0.087,0.108,0.064,0.024,0.038,-0.001,0.028,-0.026,0.024
1963,3,-0.224,0.096,0.155,0.060,0.018,0.036,0.005,0.027,-0.026,0.024
1963,4,-0.192,0.138,0.196,0.050,0.018,0.036,0.004,0.028,-0.025,0.024
1963,5,-0.331,0.155,0.219,0.042,0.019,0.036,0.000,0.027,-0.024,0.024
1963,6,-0.092,0.103,0.205,0.046,0.010,0.035,0.001,0.028,-0.023,0.023
1963,7,0.141,0.100,0.204,0.052,0.003,0.036,-0.003,0.027,-0.023,0.023
1963,8,0.426,0.107,0.120,0.054,-0.004,0.035,-0.004,0.028,-0.023,0.023
1963,9,0.465,0.162,0.097,0.048,-0.004,0.035,-0.006,0.029,-0.024,0.023
1963,10,0.687,0.087,0.073,0.036,-0.012,0.034,-0.006,0.029,-0.024,0.022
1963,11,0.451,0.037,0.062,0.029,-0.019,0.037,-0.009,0.030,-0.022,0.023
1963,12,0.087,0.075,0.067,0.027,-0.022,0.033,-0.014,0.030,-0.023,0.023
1964,1,0.237,0.127,0.051,0.026,-0.017,0.031,-0.022,0.030,-0.022,0.023
1964,2,-0.196,0.086,-0.003,0.033,-0.018,0.030,-0.029,0.030,-0.024,0.023
1964,3,-0.503,0.063,-0.085,0.029,-0.020,0.031,-0.036,0.029,-0.023,0.023
1964,4,-0.481,0.128,-0.178,0.028,-0.023,0.030,-0.038,0.028,-0.023,0.023
1964,5,-0.465,0.128,-0.226,0.032,-0.027,0.031,-0.038,0.029,-0.022,0.022
1964,6,-0.031,0.078,-0.252,0.031,-0.029,0.031,-0.038,0.029,-0.021,0.022
1964,7,-0.052,0.101,-0.254,0.036,-0.034,0.032,-0.040,0.028,-0.021,0.022
1964,8,-0.214,0.249,-0.254,0.033,-0.047,0.031,-0.040,0.028,-0.020,0.022
1964,9,-0.526,0.070,-0.224,0.034,-0.049,0.028,-0.040,0.028,-0.022,0.022
1964,10,-0.425,0.076,-0.215,0.039,-0.052,0.030,-0.037,0.029,-0.023,0.022
1964,11,-0.126,0.052,-0.189,0.043,-0.043,0.030,-0.031,0.029,-0.026,0.022
1964,12,-0.222,0.063,-0.203,0.061,-0.047,0.028,-0.028,0.029,-0.026,0.022
1965,1,0.218,0.071,-0.223,0.050,-0.044,0.028,-0.027,0.028,-0.028,0.023
1965,2,-0.200,0.050,-0.212,0.041,-0.044,0.027,-0.027,0.028,-0.026,0.023
1965,3,-0.150,0.112,-0.199,0.036,-0.043,0.026,-0.019,0.027,-0.022,0.022
1965,4,-0.371,0.067,-0.144,0.038,-0.037,0.023,-0.014,0.026,-0.020,0.022
1965,5,-0.149,0.224,-0.155,0.038,-0.038,0.023,-0.011,0.025,-0.017,0.022
1965,6,-0.200,0.227,-0.127,0.036,-0.039,0.023,-0.011,0.024,-0.017,0.021
1965,7,-0.295,0.151,-0.158,0.034,-0.048,0.023,-0.009,0.023,-0.016,0.021
1965,8,-0.080,0.068,-0.137,0.034,-0.061,0.024,-0.010,0.024,-0.020,0.021
1965,9,-0.374,0.065,-0.108,0.021,-0.044,0.022,-0.009,0.024,-0.019,0.021
1965,10,0.235,0.118,-0.094,0.023,-0.039,0.024,-0.010,0.024,-0.021,0.021
1965,11,-0.249,0.065,-0.095,0.026,-0.039,0.021,-0.008,0.024,-0.021,0.021
1965,12,0.103,0.123,-0.077,0.035,-0.042,0.020,-0.014,0.023,-0.019,0.021
1966,1,-0.153,0.083,-0.033,0.026,-0.052,0.021,-0.014,0.024,-0.017,0.021
1966,2,0.057,0.078,-0.037,0.026,-0.065,0.021,-0.020,0.024,-0.016,0.020
1966,3,0.200,0.158,-0.002,0.030,-0.082,0.024,-0.025,0.025,-0.018,0.020
1966,4,-0.204,0.073,-0.033,0.034,-0.091,0.024,-0.027,0.024,-0.016,0.020
1966,5,-0.161,0.147,-0.025,0.034,-0.102,0.026,-0.031,0.026,-0.015,0.020
1966,6,0.019,0.175,-0.059,0.030,-0.111,0.025,-0.036,0.025,-0.015,0.020
1966,7,0.235,0.085,-0.040,0.030,-0.126,0.025,-0.037,0.025,-0.015,0.020
1966,8,-0.132,0.075,-0.072,0.030,-0.136,0.024,-0.037,0.023,-0.014,0.019
1966,9,0.041,0.123,-0.081,0.034,-0.132,0.023,-0.038,0.023,-0.013,0.019
1966,10,-0.133,0.100,-0.060,0.031,-0.120,0.023,-0.037,0.023,-0.015,0.020
1966,11,-0.157,0.095,-0.024,0.038,-0.113,0.022,-0.036,0.023,-0.015,0.020
1966,12,-0.295,0.073,-0.053,0.041,-0.113,0.023,-0.033,0.023,-0.015,0.020
1967,1,0.075,0.068,-0.072,0.045,-0.114,0.023,-0.042,0.023,-0.014,0.020
1967,2,-0.327,0.110,-0.074,0.050,-0.112,0.021,-0.051,0.023,-0.013,0.020
1967,3,0.088,0.097,-0.081,0.042,-0.105,0.022,-0.054,0.021,-0.010,0.020
1967,4,0.045,0.104,-0.023,0.039,-0.094,0.023,-0.055,0.021,-0.007,0.020
1967,5,0.267,0.081,-0.005,0.033,-0.087,0.022,-0.055,0.021,-0.005,0.019
1967,6,-0.325,0.114,0.039,0.030,-0.074,0.021,-0.054,0.020,-0.004,0.019
1967,7,0.009,0.130,0.010,0.031,-0.074,0.021,-0.054,0.020,-0.001,0.020
1967,8,-0.156,0.161,0.038,0.034,-0.062,0.021,-0.050,0.020,-0.001,0.019
1967,9,-0.041,0.075,0.098,0.038,-0.060,0.018,-0.051,0.018,-0.002,0.019
1967,10,0.557,0.071,0.102,0.035,-0.050,0.017,-0.052,0.017,-0.003,0.019
1967,11,0.064,0.080,0.049,0.025,-0.051,0.016,-0.055,0.017,-0.002,0.019
1967,12,0.237,0.053,0.054,0.025,-0.047,0.013,-0.057,0.017,-0.005,0.019
1968,1,-0.282,0.084,0.019,0.024,-0.042,0.015,-0.055,0.017,-0.008,0.018
1968,2,0.017,0.102,-0.002,0.037,-0.044,0.017,-0.057,0.016,-0.009,0.018
1968,3,0.802,0.080,-0.044,0.049,-0.035,0.017,-0.050,0.016,-0.008,0.017
1968,4,0.089,0.102,-0.074,0.057,-0.037,0.019,-0.044,0.016,-0.007,0.018
1968,5,-0.359,0.181,-0.098,0.056,-0.034,0.019,-0.038,0.015,-0.007,0.018
1968,6,-0.271,0.107,-0.154,0.053,-0.038,0.018,-0.034,0.015,-0.007,0.018
1968,7,-0.412,0.081,-0.188,0.055,-0.030,0.017,-0.035,0.015,-0.007,0.018
1968,8,-0.400,0.110,-0.254,0.060,-0.037,0.018,-0.038,0.016,-0.008,0.018
1968,9,-0.549,0.226,-0.344,0.054,-0.045,0.019,-0.042,0.016,-0.008,0.018
1968,10,0.196,0.165,-0.334,0.052,-0.042,0.019,-0.045,0.015,-0.008,0.017
1968,11,-0.222,0.077,-0.305,0.043,-0.042,0.020,-0.047,0.016,-0.007,0.017
1968,12,-0.439,0.053,-0.285,0.046,-0.049,0.020,-0.047,0.016,-0.007,0.018
1969,1,-0.686,0.068,-0.263,0.050,-0.057,0.021,-0.052,0.016,-0.008,0.018
1969,2,-0.777,0.074,-0.236,0.041,-0.055,0.020,-0.055,0.016,-0.010,0.018
1969,3,-0.283,0.139,-0.199,0.025,-0.055,0.017,-0.052,0.016,-0.012,0.018
1969,4,0.217,0.119,-0.195,0.020,-0.051,0.017,-0.048,0.016,-0.013,0.018
1969,5,-0.019,0.065,-0.150,0.015,-0.045,0.017,-0.046,0.015,-0.014,0.018
1969,6,-0.024,0.105,-0.069,0.017,-0.037,0.016,-0.046,0.016,-0.014,0.018
1969,7,-0.153,0.143,0.004,0.012,-0.051,0.016,-0.047,0.015,-0.016,0.017
1969,8,-0.073,0.104,0.113,0.018,-0.055,0.016,-0.044,0.015,-0.016,0.017
